lat,lng
24.6566,68.8386
27.5637,68.215
26.7328,67.7763
27.3714,68.0998
28.0013,69.3193
27.8388,67.875
27.0685,68.6141
25.3942,68.3736
25.3621,69.7339
24.8542,67.016
28.2834,68.4387
26.2483,68.4095
27.1806,67.8228
26.2608,62.2108
35.0636,64.1492
35.2383,69.7711
37.3451,69.5338
31.6133,65.7101
37.2216,69.4975
31.5938,64.3716
33.3029,62.1474
37.1738,69.5085
34.5167,69.1833
35.0164,69.3445
36.7341,69.5336
30.1999,67.0097
25.2879,69.2511
28.0536,69.7024
30.8091,73.4225
34.3797,71.4708
34.3233,71.3911
32.4926,74.5313
34.3355,73.2026
33.7214,73.0432
34.1138,71.1672
34.0197,71.5822
34.1532,71.7066
24.8299,70.4674
34.2019,72.0525
27.4461,68.185
24.8542,67.016
25.3942,68.3736
26.1135,62.0274
29.3289,66.9716
29.0029,65.8692
35.2383,69.7711
34.5167,69.1833
37.2216,69.4975
28.5187,68.5407
25.5967,68.7075
34.7934,72.2843
34.0197,71.5822
34.6925,70.9264
30.1999,67.0097
34.0037,71.3252
34.8649,72.7105
25.2914,68.8119
24.9578,69.3121
34.8277,71.8416
33.5319,71.0595
34.8649,72.7105
30.0419,72.3527
34.1198,72.4698
31.2453,74.2148
24.6566,68.8386
34.0197,71.5822
27.7051,68.8573
24.6029,68.0789
24.6447,69.115
28.2834,68.4387
27.6799,68.8993
27.7051,68.8573
25.3942,68.3736
25.3942,68.3736
25.3942,68.3736
27.5637,68.215
31.5134,74.3467
37.2216,69.4975
37.3451,69.5338
35.0467,69.2919
34.6361,62.8353
34.9789,69.5724
37.3451,69.5338
35.3129,69.5152
24.8833,68.8166
26.6921,67.6133
32.5992,70.8511
36.7081,71.5729
35.9552,67.2692
34.5167,69.1833
32.3011,69.5799
34.5167,69.1833
29.3479,66.6365
34.7934,72.2843
33.1757,68.7304
35.2597,69.4535
34.5195,65.2509
37.3451,69.5338
32.7076,69.2784
32.4457,64.7449
35.9186,74.3124
35.9093,67.2872
34.8349,72.439
24.5469,67.6279
26.5734,67.9724
27.5637,68.215
34.9054,72.2048
24.8542,67.016
34.0197,71.5822
33.5202,71.5427
33.7917,69.9094
35.2383,69.7711
33.8311,69.959
34.8234,72.397
28.5187,68.5407
24.7286,68.2602
27.7051,68.8573
25.5178,69.2336
33.4491,71.5439
33.8199,72.6865
24.8542,67.016
31.8326,70.9024
35.2383,69.7711
34.0197,71.5822
25.4393,68.2902
25.3942,68.3736
24.6566,68.8386
25.3621,69.7339
28.4326,69.5836
26.7328,67.7763
25.4393,68.2902
27.5271,68.7452
24.6029,68.0789
25.8758,68.4133
27.3606,68.0717
24.8299,70.4674
24.6566,68.8386
27.5637,68.215
28.0013,69.3193
27.957,68.6378
27.666,68.3425
24.7473,67.923
25.3942,68.3736
26.6645,68.0015
27.7051,68.8573
26.2483,68.4095
28.2834,68.4387
26.0465,68.9481
28.2423,69.1842
25.3942,68.3736
25.4624,68.7166
33.803,69.8167
35.3129,69.5152
35.2383,69.7711
35.429,69.7348
35.2597,69.4535
35.2271,69.4051
35.2383,69.7711
31.6323,64.2645
37.3451,69.5338
34.6558,65.9598
27.7051,68.8573
34.1468,73.2144
31.8326,70.9024
34.8277,71.8416
31.8326,70.9024
24.8542,67.016
33.4491,71.5439
31.4166,73.0833
29.9999,73.2562
32.1661,74.1701
34.2019,72.0525
32.2906,69.4268
34.0197,71.5822
34.7795,72.3626
31.5239,74.3764
31.5134,74.3467
32.8037,70.6483
26.1135,62.0274
36.729,68.857
31.6133,65.7101
35.3129,69.5152
35.2383,69.7711
35.429,69.7348
35.2597,69.4535
35.2271,69.4051
33.8979,67.9565
36.709,67.1109
30.1999,67.0097
29.8984,66.7402
31.8326,70.9024
34.1532,71.7066
35.6256,70.0146
34.4432,70.6565
33.5508,68.4225
33.803,69.8167
24.9433,67.071
33.7214,73.0432
32.3011,69.5799
32.5728,74.0789
25.3942,68.3736
25.3942,68.3736
34.0197,71.5822
25.0434,66.8187
25.1216,62.3254
33.5508,68.4225
36.7341,69.5336
33.5974,69.2259
35.3129,69.5152
35.2383,69.7711
35.429,69.7348
35.2597,69.4535
35.2271,69.4051
34.9474,68.5123
33.5974,69.2259
34.5167,69.1833
31.6133,65.7101
36.709,67.1109
36.6607,67.0022
25.4624,68.7166
25.3621,69.7339
26.0305,68.8081
34.2019,72.0525
34.7323,71.5338
30.0374,70.6383
30.1999,67.0097
28.0013,69.3193
34.0158,71.9812
27.7051,68.8573
30.3017,71.9321
31.5134,74.3467
30.1978,71.4697
30.0726,71.1938
28.4164,70.2998
29.1017,70.3246
33.6007,73.0679
30.8833,73.5918
30.6644,73.1083
33.7214,73.0432
34.0197,71.5822
34.7323,71.5338
29.3565,71.6841
31.7292,72.9816
33.9158,71.4218
30.3443,73.3678
34.1198,72.4698
28.2423,69.1842
25.3942,68.3736
32.0836,72.6711
27.8388,67.875
29.9999,73.2562
30.9658,70.9381
29.5356,71.6329
32.1661,74.1701
31.4166,73.0833
24.7406,69.7991
31.7217,73.9769
24.9293,67.1279
27.5271,68.7452
30.8961,74.2347
34.0197,71.5822
35.429,69.7348
33.9953,69.0227
26.0001,63.0527
35.1092,69.4334
33.5974,69.2259
36.2647,68.0155
36.7723,69.9449
36.5283,69.5391
33.9158,71.4218
30.6644,73.1083
36.7723,69.9449
31.8326,70.9024
27.3415,68.7082
27.7051,68.8573
25.1533,69.1026
24.7931,68.1804
24.6447,69.115
24.6566,68.8386
25.1113,70.2586
26.7328,67.7763
26.8629,67.7883
26.2483,68.4095
27.6799,68.8993
27.5637,68.215
24.7889,68.9655
26.4179,67.8408
27.1806,67.8228
26.6645,68.0015
27.0906,67.7348
24.9578,69.3121
25.4393,68.2902
26.6921,67.6133
25.9253,68.6228
25.9253,68.6228
34.3233,71.3911
32.2636,75.1601
34.0197,71.5822
25.3942,68.3736
24.8542,67.016
30.1999,67.0097
25.3942,68.3736
33.8991,70.1008
32.356,70.5579
33.3395,69.9204
31.8209,64.57
36.0286,70.7725
37.2662,70.8215
36.5729,69.8578
36.7341,69.5336
35.429,69.7348
35.0164,69.3445
32.5992,70.8511
27.3001,68.614
27.957,68.6378
26.3026,68.0857
26.6921,67.6133
24.8833,68.8166
29.3565,71.6841
31.4166,73.0833
34.8277,71.8416
30.8944,66.4681
34.5167,69.1833
31.5656,74.3094
30.1978,71.4697
31.5708,74.3106
35.2611,73.2765
24.8542,67.016
33.8991,70.1008
34.5167,69.1833
34.7333,66.9667
37.2662,70.8215
35.2271,69.4051
35.2271,69.4051
36.2683,64.8517
34.5167,69.1833
30.1999,67.0097
29.0266,66.5936
25.4393,68.2902
27.3714,68.0998
26.1591,68.6958
31.4166,73.0833
28.6819,69.9599
28.4164,70.2998
31.4166,73.0833
31.6133,65.7101
31.6133,65.7101
31.5656,74.3094
24.8542,67.016
27.5637,68.215
25.3942,68.3736
26.1206,63.9164
34.8216,67.8273
30.9211,72.9565
36.7341,69.5336
36.5033,69.652
34.5167,69.1833
37.2216,69.4975
31.7761,65.7395
33.7752,69.3395
27.7383,66.6433
34.8085,63.43
34.0197,71.5822
24.7286,68.2602
26.7328,67.7763
24.8833,68.8166
24.8833,68.8166
27.197,68.4909
25.5967,68.7075
34.0011,72.9372
29.3575,70.3273
34.1201,71.1043
34.0197,71.5822
31.6133,65.7101
35.2383,69.7711
31.5656,74.3094
33.5508,68.4225
37.1166,70.58
34.5167,69.1833
34.3355,73.2026
32.961,69.918
28.5467,68.223
31.4166,73.0833
34.1532,71.7066
34.7323,71.5338
34.0197,71.5822
25.8268,69.3752
31.5134,74.3467
31.4166,73.0833
31.1515,72.6665
31.0058,66.4
33.5748,68.1941
34.7795,72.3626
31.5134,74.3467
33.2558,73.3026
25.3942,68.3736
25.3942,68.3736
25.3942,68.3736
34.0197,71.5822
30.1999,67.0097
34.0197,71.5822
24.8542,67.016
32.9705,70.2785
35.0468,69.2621
35.9213,64.7841
33.9158,71.4218
28.0536,69.7024
24.9356,67.0405
25.5967,68.7075
33.6007,73.0679
29.2356,71.0498
33.7475,72.8102
32.5992,70.8511
34.0197,71.5822
33.1175,71.0935
31.5029,74.3062
30.0374,70.6383
25.3942,68.3736
26.7328,67.7763
27.7051,68.8573
25.3621,69.7339
27.5271,68.7452
28.0013,69.3193
28.2834,68.4387
28.4326,69.5836
27.4461,68.185
27.4477,67.7944
25.4624,68.7166
25.3942,68.3736
24.7473,67.923
25.5316,69.003
27.8027,68.2899
27.5637,68.215
26.0465,68.9481
24.6566,68.8386
24.8299,70.4674
26.2483,68.4095
25.1232,68.5354
24.8542,67.016
25.4393,68.2902
34.6479,70.8975
36.2243,69.9873
34.3482,62.1997
31.6323,64.2645
27.3714,68.0998
24.8833,68.8166
31.8326,70.9024
30.0374,70.6383
35.2611,73.2765
30.7048,70.6505
24.9356,67.0405
24.9377,66.9618
31.0058,66.4
34.0197,71.5822
32.5992,70.8511
34.5897,69.7625
35.3129,69.5152
25.3942,68.3736
30.1999,67.0097
27.5637,68.215
24.8542,67.016
37.3451,69.5338
36.2243,69.9873
34.5167,69.1833
34.5167,69.1833
34.3482,62.1997
25.9846,63.3517
27.1142,65.5629
34.6766,73.0271
34.9292,72.4146
30.1999,67.0097
25.5178,69.2336
24.7473,67.923
24.9293,67.1279
24.6566,68.8386
31.8326,70.9024
24.9041,67.0522
28.4164,70.2998
30.0156,69.9505
24.9041,67.0522
35.9213,64.7841
24.9293,67.1279
25.3942,68.3736
34.9692,71.2717
34.8529,69.1706
32.3745,62.1164
35.0166,69.174
34.2001,70.2781
28.0536,69.7024
26.8511,68.1264
25.8185,68.9574
33.4491,71.5439
25.7169,69.1313
33.4491,71.5439
33.9991,71.3646
25.3942,68.3736
25.3942,68.3736
25.3942,68.3736
34.5167,69.1833
34.6714,70.2094
34.3482,62.1997
34.7704,70.9749
33.8253,66.943
35.429,69.7348
34.5167,69.1833
34.5167,69.1833
31.8209,64.57
31.1167,64.2
35.9213,64.7841
35.3129,69.5152
33.6007,73.0679
24.8542,67.016
25.3942,68.3736
30.1999,67.0097
24.8542,67.016
29.0266,66.5936
34.8216,67.8273
31.9149,67.6401
33.5239,67.2058
33.8253,66.943
34.5167,69.1833
34.7323,71.5338
35.0164,69.3445
31.0058,66.4
31.6547,65.6494
31.6133,65.7101
27.7383,66.6433
24.8542,67.016
33.7214,73.0432
24.7931,68.1804
29.9053,69.0885
29.0353,69.1595
31.5134,74.3467
24.8542,67.016
29.744,72.7835
31.5068,74.2785
29.0933,68.1367
29.0266,66.5936
28.3009,68.1908
25.3942,68.3736
26.9817,64.1166
28.6463,68.1562
29.5521,66.0228
25.3942,68.3736
25.8558,62.6756
25.9846,63.3517
29.7945,66.7206
30.5802,66.9961
26.2271,66.3117
25.3942,68.3736
26.4567,65.2314
24.8542,67.016
31.7398,69.7349
27.7182,64.8048
31.3417,69.4287
29.5511,67.8322
30.3838,67.7199
30.6983,68.3547
37.1166,70.58
36.0147,69.5998
37.1166,70.58
24.7473,67.923
25.2879,69.2511
27.5271,68.7452
25.9253,68.6228
25.3586,67.5833
33.7214,73.0432
33.7214,73.0432
26.6921,67.6133
35.3129,69.5152
26.3026,68.0857
31.5134,74.3467
34.2019,72.0525
27.5637,68.215
25.3942,68.3736
34.0197,71.5822
24.8542,67.016
34.5167,69.1833
35.6256,70.0146
35.2271,69.4051
33.7917,69.9094
35.2383,69.7711
35.2383,69.7711
34.8731,71.147
35.2383,69.7711
27.7383,66.6433
36.1343,69.1971
35.8045,68.8026
36.7723,69.9449
28.0536,69.7024
26.4179,67.8408
30.1999,67.0097
27.7383,66.6433
31.4515,74.3083
29.3565,71.6841
31.6149,74.2957
24.6589,69.294
25.3942,68.3736
25.3942,68.3736
27.5637,68.215
27.666,68.3425
33.8253,66.943
34.8216,67.8273
34.4265,70.4515
35.0467,69.2919
25.0247,68.0087
24.6566,68.8386
30.8347,72.0777
35.2383,69.7711
36.7341,69.5336
34.0185,72.6577
35.2383,69.7711
36.7341,69.5336
28.3747,68.3503
30.1999,67.0097
25.3942,68.3736
26.7328,67.7763
28.0013,69.3193
27.5271,68.7452
25.4624,68.7166
28.4326,69.5836
24.6566,68.8386
25.3621,69.7339
26.2483,68.4095
25.8758,68.4133
27.8388,67.875
27.957,68.6378
26.8511,68.1264
26.1385,68.2744
24.8299,70.4674
24.6029,68.0789
27.7051,68.8573
25.4393,68.2902
24.7975,67.0634
27.5637,68.215
24.7473,67.923
24.9678,68.6771
25.5316,69.003
28.2834,68.4387
33.5508,68.4225
35.2793,68.3789
24.8833,68.8166
26.2483,68.4095
24.7286,68.2602
28.0536,69.7024
27.1806,67.8228
25.5178,69.2336
29.3565,71.6841
33.7731,72.3741
27.7051,68.8573
33.7475,72.8102
36.2647,68.0155
24.8542,67.016
33.6007,73.0679
34.0197,71.5822
25.3942,68.3736
24.8542,67.016
30.1999,67.0097
24.8542,67.016
24.8542,67.016
24.8542,67.016
36.7341,69.5336
35.2818,69.1528
36.7341,69.5336
34.2409,70.1827
34.2409,70.1827
35.429,69.7348
33.7214,73.0432
24.8935,67.2004
25.2879,69.2511
25.5967,68.7075
25.3621,69.7339
33.9061,72.48
34.1198,72.4698
31.5134,74.3467
27.5637,68.215
27.957,68.6378
25.3942,68.3736
25.1784,69.5691
28.0013,69.3193
27.7051,68.8573
31.5029,74.3062
24.8299,70.4674
27.6799,68.8993
28.2423,69.1842
33.7059,70.3288
25.2814,69.3962
34.1198,72.4698
31.5497,74.3436
33.6007,73.0679
31.5134,74.3467
24.9356,67.0405
24.8069,67.1477
31.5068,74.2785
24.8507,67.2707
27.7051,68.8573
25.3942,68.3736
36.709,67.1109
31.8664,64.1923
35.429,69.7348
36.6974,67.6983
34.6667,61.0667
36.7341,69.5336
36.709,67.1109
25.1216,62.3254
27.5637,68.215
27.957,68.6378
31.5029,74.3062
33.433,72.0188
34.0197,71.5822
33.7475,72.8102
31.4166,73.0833
33.2431,72.2673
30.8347,72.0777
31.5134,74.3467
33.7731,72.3741
33.9061,72.48
33.5649,72.6428
30.6884,71.7631
31.4166,73.0833
33.6007,73.0679
24.8979,66.9933
31.8025,74.2394
31.4166,73.0833
24.9356,67.0405
34.0197,71.5822
30.1999,67.0097
30.1999,67.0097
24.8814,67.1611
31.3918,64.319
35.429,69.7348
36.0649,69.1334
35.0467,69.2919
36.5033,69.652
36.2243,69.9873
35.2383,69.7711
35.6256,70.0146
25.0466,61.7461
29.5521,66.0228
31.6133,65.7101
24.7975,67.0634
24.8404,67.1911
24.9356,67.0405
24.8542,67.016
27.5637,68.215
24.8833,68.8166
26.1591,68.6958
25.7673,68.6504
33.6007,73.0679
28.2834,68.4387
31.5029,74.3062
32.2147,70.3773
34.0197,71.5822
31.1515,72.6665
24.9356,67.0405
28.0013,69.3193
30.6644,73.1083
28.4326,69.5836
27.957,68.6378
31.5497,74.3436
24.6029,68.0789
28.2423,69.1842
30.1978,71.4697
24.7473,67.923
34.0197,71.5822
27.7051,68.8573
27.8388,67.875
27.5271,68.7452
26.7328,67.7763
34.2019,72.0525
33.7214,73.0432
25.3942,68.3736
35.8462,71.7858
25.3621,69.7339
32.9029,70.6355
33.4491,71.5439
24.8542,67.016
34.1532,71.7066
34.8281,71.8408
34.8649,72.7105
34.1198,72.4698
24.6566,68.8386
34.0197,71.5822
30.1999,67.0097
34.3355,73.2026
25.4624,68.7166
34.9054,72.2048
34.0197,71.5822
34.0197,71.5822
32.5992,70.8511
27.5637,68.215
34.0158,71.9812
32.2147,70.3773
26.2483,68.4095
34.0011,72.9372
26.1385,68.2744
25.4393,68.2902
24.8299,70.4674
24.8542,67.016
34.1468,73.2144
33.1175,71.0935
26.8511,68.1264
25.5316,69.003
33.6007,73.0679
35.429,69.7348
37.3361,66.82
31.0058,66.4
37.3361,66.82
35.3129,69.5152
35.2597,69.4535
36.5729,69.8578
35.0164,69.3445
25.3621,69.7339
28.2834,68.4387
26.4006,68.0372
26.8511,68.1264
26.1385,68.2744
26.4179,67.8408
24.8542,67.016
31.4166,73.0833
33.9061,72.48
34.6597,73.457
33.7214,73.0432
34.7795,72.3626
32.2636,75.1601
32.5992,70.8511
28.6606,70.4003
30.1999,67.0097
30.8347,72.0777
31.2689,72.2613
30.9686,72.4659
34.1198,72.4698
30.1978,71.4697
33.798,72.6957
30.3443,73.3678
33.7731,72.3741
25.5316,69.003
31.7377,74.2634
34.8281,71.8408
33.6007,73.0679
31.5497,74.3436
30.1999,67.0097
24.8542,67.016
34.0197,71.5822
30.1999,67.0097
31.3206,65.9611
33.7917,69.9094
35.2597,69.4535
36.06,64.97
32.9029,70.6355
33.6007,73.0679
31.5134,74.3467
24.9293,67.1279
32.3463,74.8998
34.0197,71.5822
31.4166,73.0833
25.3942,68.3736
31.1515,72.6665
31.7377,74.2634
34.0197,71.5822
24.9356,67.0405
31.5111,74.3123
25.3942,68.3736
25.3942,68.3736
25.1216,62.3254
32.3463,74.8998
35.429,69.7348
36.7723,69.9449
37.126,69.8305
36.7341,69.5336
35.429,69.7348
34.3943,72.6151
30.1999,67.0097
32.9705,70.2785
24.8833,68.8166
25.2879,69.2511
27.5637,68.215
26.8629,67.7883
25.4393,68.2902
26.4006,68.0372
33.7214,73.0432
26.6921,67.6133
27.1806,67.8228
34.5138,71.6737
30.1978,71.4697
31.1642,72.0972
31.7377,74.2634
33.8979,67.9565
24.8542,67.016
34.1138,71.1672
27.5271,68.7452
30.1999,67.0097
31.5134,74.3467
34.3943,72.6151
37.126,69.8305
36.7341,69.5336
35.429,69.7348
26.0382,63.3722
32.1058,66.9083
34.4265,70.4515
25.8758,68.4133
25.3621,69.7339
29.3565,71.6841
31.8326,70.9024
33.0001,70.0698
34.7323,71.5338
24.8542,67.016
32.1058,66.9083
33.7214,73.0432
34.7323,71.5338
33.9991,71.3646
34.37,73.4708
28.3008,70.1166
34.805,71.4678
35.6149,69.4652
37.5923,70.5581
34.8731,71.147
34.4265,70.4515
35.2383,69.7711
31.6133,65.7101
26.0382,63.3722
24.8935,67.2004
24.8542,67.016
26.8511,68.1264
30.8091,73.4225
29.3565,71.6841
30.1978,71.4697
28.5444,70.2693
30.0419,72.3527
33.9991,71.3646
30.1531,68.5732
30.1999,67.0097
26.099,62.364
36.729,68.857
33.3158,68.4532
35.429,69.7348
34.5167,69.1833
34.6539,61.1978
34.5167,69.1833
31.5497,74.3436
28.4326,69.5836
34.3009,71.6523
29.3565,71.6841
30.8091,73.4225
32.0678,73.6854
36.3798,69.3236
35.3129,69.5152
33.7214,73.0432
33.4905,73.0389
31.5656,74.3094
25.0434,66.8187
24.8542,67.016
25.3942,68.3736
30.1999,67.0097
30.1999,67.0097
30.1999,67.0097
30.1999,67.0097
35.6335,69.2602
35.2383,69.7711
34.2855,65.9447
37.3977,69.8146
35.9446,68.7151
32.0885,70.2002
30.7016,73.3986
35.9446,68.7151
34.0923,70.469
35.3129,69.5152
24.7406,69.7991
25.5178,69.2336
25.5316,69.003
31.4738,72.4435
34.6766,73.0271
34.0197,71.5822
34.8281,71.8408
34.3355,73.2026
25.3942,68.3736
34.0197,71.5822
34.0197,71.5822
25.3942,68.3736
25.3942,68.3736
30.1999,67.0097
34.2435,70.7285
34.6134,70.765
36.3798,69.3236
34.5167,69.1833
34.5167,69.1833
37.189,68.9364
36.4507,67.8962
35.3129,69.5152
35.2383,69.7711
35.429,69.7348
35.6256,70.0146
35.2763,69.2866
35.2271,69.4051
34.5167,69.1833
34.5717,70.5886
34.9256,71.5141
34.5167,69.1833
31.6133,65.7101
30.2158,67.5881
30.1999,67.0097
31.4166,73.0833
25.3942,68.3736
31.4166,73.0833
28.4164,70.2998
29.5051,71.222
34.0197,71.5822
28.4164,70.2998
30.736,73.8208
33.4491,71.5439
24.8542,67.016
24.8542,67.016
30.8091,73.4225
31.4166,73.0833
33.4491,71.5439
24.8814,67.1611
28.2834,68.4387
25.3942,68.3736
31.5676,74.3296
25.3942,68.3736
25.3942,68.3736
27.7051,68.8573
24.8542,67.016
25.3942,68.3736
25.3942,68.3736
25.3942,68.3736
28.166,69.7317
30.1999,67.0097
25.3942,68.3736
33.7214,73.0432
27.7589,68.0922
30.1999,67.0097
30.1999,67.0097
32.9705,70.2785
34.4265,70.4515
26.9817,64.1166
37.2216,69.4975
35.3129,69.5152
32.2906,69.4268
34.37,73.4708
30.1999,67.0097
31.6133,65.7101
35.9446,68.7151
32.3745,62.1164
24.8542,67.016
37.1166,70.58
36.0147,69.5998
35.2383,69.7711
36.709,67.1109
34.5167,69.1833
34.5167,69.1833
30.2158,67.5881
28.4164,70.2998
35.2383,69.7711
34.0197,71.5822
29.3479,66.6365
24.8687,66.9946
26.5476,63.9037
27.1142,65.5629
26.099,62.364
26.0001,63.0527
29.4891,67.6523
32.945,70.3013
